,index,SHIPPING_LOCATION,DEPARTMENT,CATEGORY,SUBCATEGORY,BREADCRUMBS,SKU,PRODUCT_URL,PRODUCT_NAME,BRAND,PRICE_RETAIL,PRICE_CURRENT,PRODUCT_SIZE,PROMOTION,RunDate,tid
FALSE,264748,23223,Meat & Seafood,Fresh Food,Deli meat & cheese,Meat & Seafood/Fresh Food,559272391,https://www.walmart.com/ip/Baby-Genoa-Salami-Chub-7oz/559272391?fulfillmentIntent=Pickup,"Baby Genoa Salami Chub, 7oz.",Dietz & Watson,5.98,5.98,7,,9/11/2022 21:20,16428552
FALSE,265498,48180,Bakery & Bread,Cakes & Cupcakes,Dessert & Celebration Cakes,Bakery & Bread/Cakes & Cupcakes,464160633,https://www.walmart.com/ip/Marketside-Rainbow-Cake-Slice-7-oz/464160633?fulfillmentIntent=Pickup,"Marketside Rainbow Cake Slice, 7 oz",Marketside,3.47,3.47,7,,9/11/2022 21:20,16429302
FALSE,266248,60007,Bakery & Bread,Fresh Bakery Breads,French & Italian Loaves,Bakery & Bread/Fresh Bakery Breads,952810800,https://www.walmart.com/ip/Freshness-Guaranteed-Mini-French-Baguette-4-oz/952810800?fulfillmentIntent=Pickup,"Freshness Guaranteed Mini French Baguette, 4 oz",Freshness Guaranteed,0.98,0.98,4,,9/11/2022 21:20,16430052
FALSE,266998,60007,Bakery & Bread,Sweet Treats,Donuts,Bakery & Bread/Sweet Treats,486748280,https://www.walmart.com/ip/Freshness-Guaranteed-Chocolate-Donut-Holes-with-Sprinkles-14-oz-28-Count/486748280?fulfillmentIntent=Pickup,"Freshness Guaranteed Chocolate Donut Holes with Sprinkles, 14 oz, 28 Count",Freshness Guaranteed,3.24,3.24,14,,9/11/2022 21:20,16430802
FALSE,267748,44035,Bakery & Bread,"Donuts, Muffins & Pastries",Fresh Baked Donuts,"Bakery & Bread/Donuts, Muffins & Pastries",506375764,https://www.walmart.com/ip/Freshness-Guaranteed-Iced-Fluff-Filled-Bar-Donuts-2-Count/506375764?fulfillmentIntent=Pickup,"Freshness Guaranteed Iced Fluff Filled Bar Donuts, 2 Count",Freshness Guaranteed,1.46,1.46,,,9/11/2022 21:20,16431552
FALSE,268498,23223,Meat & Seafood,Fresh Food,Fresh bakery breads,Meat & Seafood/Fresh Food,381051003,https://www.walmart.com/ip/Freshness-Guaranteed-Garlic-Bread-16-oz/381051003?fulfillmentIntent=Pickup,"Freshness Guaranteed Garlic Bread, 16 oz",The Bakery,2.48,2.48,16,,9/11/2022 21:20,16432302
FALSE,269248,75052,Meat & Seafood,Fresh Food,Fresh bakery breads,Meat & Seafood/Fresh Food,321437222,https://www.walmart.com/ip/Marketside-Brioche-Buns-10-6-oz-6-Count/321437222?fulfillmentIntent=Pickup,"Marketside Brioche Buns, 10.6 oz, 6 Count",Marketside,4.48,4.48,10.6,,9/11/2022 21:20,16433052
FALSE,269998,33647,Meat & Seafood,Fresh Food,Fresh Fruits,Meat & Seafood/Fresh Food,44391069,https://www.walmart.com/ip/Navel-Oranges-5-lb-Bag/44391069?fulfillmentIntent=Pickup,"Navel Oranges, 5 lb Bag",PRODUCE UNBRANDED,8.98,8.98,5,,9/11/2022 21:20,16433802
FALSE,270748,23223,Meat & Seafood,Fresh Food,Fresh Fruits,Meat & Seafood/Fresh Food,37295421,https://www.walmart.com/ip/Tropical-Avocado-Each/37295421?fulfillmentIntent=Pickup,"Tropical Avocado, Each",PRODUCE UNBRANDED,1.98,1.98,,,9/11/2022 21:20,16434552
FALSE,271498,60007,Meat & Seafood,Fresh Food,Fresh Fruits,Meat & Seafood/Fresh Food,44390957,https://www.walmart.com/ip/Fresh-Raspberries-12-oz/44390957?fulfillmentIntent=Pickup,"Fresh Raspberries, 12 oz",Produce Unbranded,5.68,5.68,12,,9/11/2022 21:20,16435302
FALSE,272248,33012,Meat & Seafood,Fresh Food,Fresh vegetables,Meat & Seafood/Fresh Food,110296422,https://www.walmart.com/ip/Marketside-Broccoli-Slaw-16-Ounce/110296422?fulfillmentIntent=Pickup,"Marketside Broccoli Slaw, 16 Ounce",Marketside,2.78,2.78,16,,9/11/2022 21:20,16436052
FALSE,272998,63376,Bakery & Bread,Breakfast Breads,English Muffins,Bakery & Bread/Breakfast Breads,10452829,https://www.walmart.com/ip/Pepperidge-Farm-Raisin-Cinnamon-Swirl-Breakfast-Bread-1-lb-Loaf/10452829?fulfillmentIntent=Pickup,"Pepperidge Farm Raisin Cinnamon Swirl Breakfast Bread, 1 lb. Loaf",Pepperidge Farm,3.34,3.34,1,,9/11/2022 21:20,16436802
FALSE,273748,78130,Meat & Seafood,Fresh Food,Fresh vegetables,Meat & Seafood/Fresh Food,173352850,https://www.walmart.com/ip/White-Boiler-Onions/173352850?fulfillmentIntent=Pickup,White Boiler Onions,Melissa's,3.97,3.97,,,9/11/2022 21:20,16437552
FALSE,274498,23223,Meat & Seafood,Fresh Food,Fresh vegetables,Meat & Seafood/Fresh Food,13893731,https://www.walmart.com/ip/Marketside-Shredded-Iceberg-Lettuce-8-oz/13893731?fulfillmentIntent=Pickup,"Marketside Shredded Iceberg Lettuce, 8 oz",Marketside,1.98,1.98,8,,9/11/2022 21:20,16438302
FALSE,275248,33012,Bakery & Bread,Fresh Bakery Breads,French & Italian Loaves,Bakery & Bread/Fresh Bakery Breads,16935744,https://www.walmart.com/ip/Freshness-Guaranteed-Sesame-Seed-Italian-Loaf-14-oz/16935744?fulfillmentIntent=Pickup,"Freshness Guaranteed Sesame Seed Italian Loaf, 14 oz",Freshness Guaranteed,1.78,1.78,14,,9/11/2022 21:20,16439052
FALSE,275998,15601,Breakfast & Cereal,Cereal & Granola,Granola,Breakfast & Cereal/Cereal & Granola,443429642,https://www.walmart.com/ip/Nature-Valley-Crunchy-Dipped-Granola-Bars-Chocolate-6-ct/443429642?fulfillmentIntent=Pickup,"Nature Valley Crunchy Dipped Granola Bars, Chocolate, 6 ct",Nature Valley,3.52,3.52,6,,9/11/2022 21:20,16439802
FALSE,276748,89108,Meat & Seafood,Fresh Food,Fresh bakery breads,Meat & Seafood/Fresh Food,254979420,https://www.walmart.com/ip/Freshness-Guaranteed-Yeasty-Dinner-Rolls-16-oz-12-Ct/254979420?fulfillmentIntent=Pickup,"Freshness Guaranteed Yeasty Dinner Rolls, 16 oz, 12 Ct",Freshness Guaranteed,3.24,3.24,16,,9/11/2022 21:20,16440552
FALSE,277498,33647,Beverages,Tea,Great Value,Beverages/Tea,24848454,https://www.walmart.com/ip/Great-Value-Simply-Clear-Liquid-Drink-Enhancer-Strawberry-Watermelon-1-62-Fl-Oz/24848454?fulfillmentIntent=Pickup,"Great Value Simply Clear Liquid Drink Enhancer, Strawberry Watermelon, 1.62 Fl Oz",Great Value,2.12,2.12,1.62,,9/11/2022 21:20,16441302
FALSE,278248,6010,Beverages,Tea,Great Value,Beverages/Tea,953807771,https://www.walmart.com/ip/Great-Value-Drink-Mix-Tropical-Punch-63-oz/953807771?fulfillmentIntent=Pickup,"Great Value Drink Mix, Tropical Punch, 63 oz",Great Value,5.48,5.48,63,,9/11/2022 21:20,16442052
FALSE,278998,89108,Meat & Seafood,Fresh Food,Fresh Fruits,Meat & Seafood/Fresh Food,682318551,https://www.walmart.com/ip/Seasonal-Fruit-Blend-10-oz/682318551?fulfillmentIntent=Pickup,"Seasonal Fruit Blend, 10 oz",Marketside,3.57,3.57,10,,9/11/2022 21:20,16442802
FALSE,279748,33647,Meat & Seafood,Fresh Food,Fresh vegetables,Meat & Seafood/Fresh Food,44391520,https://www.walmart.com/ip/The-Little-Potato-Company-Microwave-Ready-Garlic-Parsley-Potatoes-1-Lb/44391520?fulfillmentIntent=Pickup,"The Little Potato Company Microwave Ready Garlic Parsley Potatoes , 1 Lb.",The Little Potato Company,4.98,4.98,1,,9/11/2022 21:20,16443552
FALSE,280498,75052,Bakery & Bread,Rolls & Buns,Hamburger Buns,Bakery & Bread/Rolls & Buns,10449216,https://www.walmart.com/ip/Mrs-Baird-s-Large-Seeded-Hamburger-Buns-8-count-18-25-oz/10449216?fulfillmentIntent=Pickup,"Mrs Baird's Large Seeded Hamburger Buns, 8 count, 18.25 oz",Mrs Baird's,3.48,3.48,18.25,,9/11/2022 21:20,16444302
FALSE,281248,30044,Meat & Seafood,Fresh Food,Fresh vegetables,Meat & Seafood/Fresh Food,15556485,https://www.walmart.com/ip/Freshness-Guaranteed-Diced-Yellow-Onions-8-oz/15556485?fulfillmentIntent=Pickup&athbdg=L1600,"Freshness Guaranteed Diced Yellow Onions, 8 oz",Freshness Guaranteed,2.78,2.78,8,,9/11/2022 21:20,16445052
FALSE,281998,44035,Bakery & Bread,Rolls & Buns,Hamburger Buns,Bakery & Bread/Rolls & Buns,811955503,https://www.walmart.com/ip/Nature-s-Own-Perfectly-Crafted-Brioche-Style-Hamburger-Buns-Non-GMO-Sandwich-Buns-8-Count/811955503?fulfillmentIntent=Pickup&athbdg=L1600,"Nature's Own Perfectly Crafted Brioche Style Hamburger Buns, Non-GMO Sandwich Buns, 8 Count",Nature's Own,3.36,3.36,,,9/11/2022 21:20,16445802
FALSE,282748,79936,Beverages,Tea,Great Value,Beverages/Tea,44391308,https://www.walmart.com/ip/Great-Value-Unsweet-Brewed-Iced-Tea-128-Fl-Oz-Bottle/44391308?fulfillmentIntent=Pickup,"Great Value Unsweet Brewed Iced Tea, 128 Fl Oz Bottle",Great Value,2.78,2.78,128,,9/11/2022 21:20,16446552
FALSE,283498,70072,Beverages,Tea,Great Value,Beverages/Tea,24848455,https://www.walmart.com/ip/Great-Value-Simply-Clear-Grape-Drink-Enhancer-1-62-fl-oz/24848455?fulfillmentIntent=Pickup,"Great Value Simply Clear Grape Drink Enhancer, 1.62 fl oz",Great Value,2.12,2.12,1.62,,9/11/2022 21:20,16447302
FALSE,284248,72034,Breakfast & Cereal,Breakfast Beverages,Juice,Breakfast & Cereal/Breakfast Beverages,139945817,https://www.walmart.com/ip/good2grow-6oz-100-Fruit-Punch-Juice-Single-Serve-Character-Tops-Vary/139945817?fulfillmentIntent=Pickup,good2grow 6oz 100% Fruit Punch Juice Single Serve (Character Tops Vary),Royal,2.44,2.44,6,,9/11/2022 21:20,16448052
FALSE,284998,90650,Meat & Seafood,Grilling,Grilled Stuffed Chicken,Meat & Seafood/Grilling,44391266,https://www.walmart.com/ip/Great-Value-Peanut-Oil-128-fl-oz/44391266?fulfillmentIntent=Pickup,"Great Value Peanut Oil, 128 fl oz",Great Value,14.74,14.74,128,,9/11/2022 21:20,16448802
FALSE,285748,77449,Breakfast & Cereal,Breakfast Beverages,Juice,Breakfast & Cereal/Breakfast Beverages,12444510,https://www.walmart.com/ip/Naked-Juice-Strawberry-Banana-15-2-fl-oz/12444510?fulfillmentIntent=Pickup,"Naked Juice, Strawberry Banana, 15.2 fl oz",Naked,3.18,3.18,15.2,,9/11/2022 21:20,16449552
FALSE,286498,77449,Breakfast & Cereal,Breakfast Beverages,Juice,Breakfast & Cereal/Breakfast Beverages,54306751,https://www.walmart.com/ip/Savia-Aloe-Vera-Juice-Original-50-7-Fl-Oz-1-Count/54306751?fulfillmentIntent=Pickup,"Savia Aloe Vera Juice, Original, 50.7 Fl Oz, 1 Count",SaVia,5.98,5.98,50.7,,9/11/2022 21:20,16450302
FALSE,287248,30044,Breakfast & Cereal,Breakfast Beverages,Juice,Breakfast & Cereal/Breakfast Beverages,10292401,https://www.walmart.com/ip/Welch-s-Strawberry-Kiwi-Juice-Drink-10-fl-oz-On-the-Go-Bottle/10292401?fulfillmentIntent=Pickup,"Welch's Strawberry Kiwi Juice Drink, 10 fl oz On-the-Go Bottle",Welch's,3.78,3.78,10,,9/11/2022 21:20,16451052
FALSE,287998,23223,Breakfast & Cereal,Breakfast Beverages,Juice,Breakfast & Cereal/Breakfast Beverages,190399619,https://www.walmart.com/ip/Naked-Juice-Pina-Colada-15-2-fl-oz-Bottle/190399619?fulfillmentIntent=Pickup,"Naked Juice Pina Colada, 15.2 fl oz Bottle",Naked Juice,3.18,3.18,15.2,,9/11/2022 21:20,16451802
FALSE,288748,60007,Breakfast & Cereal,Breakfast Beverages,Juice,Breakfast & Cereal/Breakfast Beverages,672523233,https://www.walmart.com/ip/Simply-Orange-Pulp-Free-Juice-Bottles-8-fl-oz-4-Pack/672523233?fulfillmentIntent=Pickup,"Simply Orange Pulp Free Juice Bottles, 8 fl oz, 4 Pack",simply...,4.98,4.98,8,,9/11/2022 21:20,16452552
FALSE,289498,60007,Breakfast & Cereal,Breakfast Beverages,Juice,Breakfast & Cereal/Breakfast Beverages,765966934,https://www.walmart.com/ip/Remedy-Organics-Matcha-Oxidants-12-fl-oz/765966934?fulfillmentIntent=Pickup,"Remedy Organics Matcha Oxidants, 12 fl oz",Remedy Organics,3.98,3.98,12,,9/11/2022 21:20,16453302
FALSE,290248,90650,Breakfast & Cereal,Breakfast Beverages,Juice,Breakfast & Cereal/Breakfast Beverages,43235860,https://www.walmart.com/ip/V8-Blends-Healthy-Greens-Juice-46-FL-OZ-Bottle/43235860?fulfillmentIntent=Pickup,"V8 Blends Healthy Greens Juice, 46 FL OZ Bottle",V8,3.54,3.54,46,,9/11/2022 21:20,16454052
FALSE,290998,70072,Breakfast & Cereal,Breakfast Beverages,Juice,Breakfast & Cereal/Breakfast Beverages,271630660,https://www.walmart.com/ip/Simply-Orange-High-Pulp-Orange-Juice-52-fl-oz/271630660?fulfillmentIntent=Pickup,"Simply Orange High Pulp Orange Juice, 52 fl oz",simply...,3.98,3.98,52,,9/11/2022 21:20,16454802
FALSE,291748,15601,Breakfast & Cereal,Breakfast Beverages,Juice,Breakfast & Cereal/Breakfast Beverages,626543347,https://www.walmart.com/ip/Calypso-Strawberry-Lemonade-16-Oz-Fl-Oz/626543347?fulfillmentIntent=Pickup,Calypso Strawberry Lemonade 16 Oz Fl Oz,Calypso,1.78,1.78,16,,9/11/2022 21:20,16455552
FALSE,292498,23111,Breakfast & Cereal,Breakfast Beverages,Juice,Breakfast & Cereal/Breakfast Beverages,271630660,https://www.walmart.com/ip/Simply-Orange-High-Pulp-Orange-Juice-52-fl-oz/271630660?fulfillmentIntent=Pickup,"Simply Orange High Pulp Orange Juice, 52 fl oz",simply...,3.98,3.98,52,,9/11/2022 21:20,16456302
FALSE,293248,44035,Breakfast & Cereal,Breakfast Beverages,Juice,Breakfast & Cereal/Breakfast Beverages,551678727,https://www.walmart.com/ip/Simply-Lemonade-with-Blueberry-All-Natural-Non-GMO-52-fl-oz/551678727?fulfillmentIntent=Pickup,"Simply Lemonade with Blueberry, All Natural Non-GMO, 52 fl oz",simply...,2.58,2.58,52,,9/11/2022 21:20,16457052
FALSE,293998,44035,Breakfast & Cereal,Breakfast Beverages,Juice,Breakfast & Cereal/Breakfast Beverages,154099894,https://www.walmart.com/ip/Tropicana-Trop50-Some-Pulp-Lower-Sugar-Orange-Juice-52-oz-Bottle/154099894?fulfillmentIntent=Pickup,"Tropicana Trop50, Some Pulp Lower Sugar Orange Juice, 52 oz Bottle",Tropicana,3.78,3.78,52,,9/11/2022 21:20,16457802
FALSE,294748,85225,Coffee,Roast Type,Light,Coffee/Roast Type,745777831,https://www.walmart.com/ip/Green-Mountain-Coffee-Caramel-Vanilla-Cream-Keurig-Single-Serve-K-Cup-pods-Light-Roast-Coffee-48-Count/745777831?fulfillmentIntent=Pickup,"Green Mountain Coffee Caramel Vanilla Cream Keurig Single-Serve K-Cup pods, Light Roast Coffee, 48 Count",Green Mountain Coffee,26.72,26.72,,,9/11/2022 21:20,16458552
FALSE,295498,44035,Beverages,Tea,Lipton,Beverages/Tea,167863538,https://www.walmart.com/ip/Lipton-Magnificent-Matcha-Green-Tea-Ginger-Caffeinated-Tea-Bags-15-Count/167863538?fulfillmentIntent=Pickup,"Lipton Magnificent Matcha Green Tea, Ginger, Caffeinated, Tea Bags 15 Count",Lipton,2.98,2.98,,,9/11/2022 21:20,16459302
FALSE,296248,75211,Breakfast & Cereal,Breakfast Beverages,Juice,Breakfast & Cereal/Breakfast Beverages,10534912,https://www.walmart.com/ip/Welch-s-100-Juice-White-Grape-Cherry-96-fl-oz-Bottle/10534912?fulfillmentIntent=Pickup,"Welch's 100% Juice, White Grape Cherry, 96 fl oz Bottle",Welch's,6.57,6.57,96,,9/11/2022 21:20,16460052
FALSE,296998,77449,Beverages,Tea,Lipton,Beverages/Tea,10307864,https://www.walmart.com/ip/Lipton-Green-Tea-Lemon-Ginseng-Can-Help-Support-a-Healthy-Heart-Tea-Bags-20-Count-Box/10307864?fulfillmentIntent=Pickup,"Lipton Green Tea, Lemon Ginseng, Can Help Support a Healthy Heart, Tea Bags 20 Count Box",Lipton,2.78,2.78,,,9/11/2022 21:20,16460802
FALSE,297748,23111,Breakfast & Cereal,Muffins & Pastries,Muffins,Breakfast & Cereal/Muffins & Pastries,537346001,https://www.walmart.com/ip/Marketside-Vanilla-Jumbo-Cupcake-6-oz-1-Count/537346001?fulfillmentIntent=Pickup,"Marketside Vanilla Jumbo Cupcake, 6 oz, 1 Count",Freshness Guaranteed,2.97,2.97,6,,9/11/2022 21:20,16461552
FALSE,298498,96797,Breakfast & Cereal,Breakfast Beverages,Juice,Breakfast & Cereal/Breakfast Beverages,20850612,https://www.walmart.com/ip/V8-Splash-Berry-Blend-Flavored-Juice-Beverage-64-FL-OZ-Bottle/20850612?fulfillmentIntent=Pickup&athbdg=L1600,"V8 Splash Berry Blend Flavored Juice Beverage, 64 FL OZ Bottle",V8,2.94,2.94,64,,9/11/2022 21:20,16462302
FALSE,299248,72034,Bakery & Bread,Sweet Treats,Muffins & Cakes,Bakery & Bread/Sweet Treats,42072188,https://www.walmart.com/ip/Entenmann-s-Little-Bites-Chocolate-Chip-Mini-Muffins-10-pouches-16-5-oz/42072188?fulfillmentIntent=Pickup,"Entenmann's Little Bites Chocolate Chip Mini Muffins, 10 pouches, 16.5 oz",Entenmann's,7.18,7.18,16.5,,9/11/2022 21:20,16463052
FALSE,299998,90650,Bakery & Bread,Breakfast Breads,Muffins and Donuts,Bakery & Bread/Breakfast Breads,677288906,https://www.walmart.com/ip/Katz-Gluten-Free-Dairy-Free-Nut-Free-Soy-Free-Kosher-Glazed-Donuts-14oz-6-CT-Box-Frozen/677288906?fulfillmentIntent=Pickup,"Katz Gluten Free Dairy Free Nut Free Soy Free Kosher Glazed Donuts, 14oz, 6 CT Box (Frozen)",Katz,5.48,5.48,14,,9/11/2022 21:20,16463802
FALSE,300748,23111,Coffee,Roast Type,Medium,Coffee/Roast Type,15754374,https://www.walmart.com/ip/New-England-Coffee-Blueberry-Cobbler-Medium-Roast-Ground-Coffee-11-Oz-Bag/15754374?fulfillmentIntent=Pickup,"New England Coffee Blueberry Cobbler Medium Roast Ground Coffee, 11 Oz, Bag",Luzianne,5.72,5.72,11,,9/11/2022 21:20,16464552
FALSE,301498,33647,Bakery & Bread,Sweet Treats,Muffins & Cakes,Bakery & Bread/Sweet Treats,46161651,https://www.walmart.com/ip/Marinela-Gansito-Strawberry-and-Cr-me-Filled-Snack-Cakes-with-Chocolate-Coating-Club-Box-Artificially-Flavored-24-Count/46161651?fulfillmentIntent=Pickup,"Marinela Gansito Strawberry and Crme Filled Snack Cakes with Chocolate Coating Club Box, Artificially Flavored, 24 Count",Marinela,9.33,7.98,,,9/11/2022 21:20,16465302
FALSE,302248,44035,Bakery & Bread,Sweet Treats,Muffins & Cakes,Bakery & Bread/Sweet Treats,460749492,https://www.walmart.com/ip/Little-Debbie-Strawberry-Unicorn-Cakes-12-15-oz-8-Count-Per-Box-1-Box-Total/460749492?fulfillmentIntent=Pickup,"Little Debbie Strawberry Unicorn Cakes, 12.15 oz, 8 Count Per Box, 1 Box Total",Little Debbie,2.58,2.58,12.15,,9/11/2022 21:20,16466052
FALSE,302998,89108,Bakery & Bread,Sweet Treats,Muffins & Cakes,Bakery & Bread/Sweet Treats,741162625,https://www.walmart.com/ip/Great-Value-Chocolate-Chip-Mini-Muffins-1-65-oz-5-Count/741162625?fulfillmentIntent=Pickup,"Great Value Chocolate Chip Mini Muffins, 1.65 oz, 5 Count",Great Value,2.62,2.62,1.65,,9/11/2022 21:20,16466802
FALSE,303748,53215,Breakfast & Cereal,"Pancakes, Waffles & Syrups",Pancake & Waffle Mixes,"Breakfast & Cereal/Pancakes, Waffles & Syrups",614336390,https://www.walmart.com/ip/Birch-Benders-Keto-Original-Pancake-Waffle-Mix-10-oz/614336390?fulfillmentIntent=Pickup,"Birch Benders Keto Original Pancake & Waffle Mix, 10 oz",Birch Benders,6.88,6.88,10,,9/11/2022 21:20,16467552
FALSE,304498,85225,Meat & Seafood,Fresh Food,"Muffins, donuts, pastries",Meat & Seafood/Fresh Food,116315715,https://www.walmart.com/ip/FG-Mini-Chocolate-Chip-Muffins-12-oz-12-Count/116315715?fulfillmentIntent=Pickup,"FG Mini Chocolate Chip Muffins, 12 oz, 12 Count",The Bakery,3.98,3.98,12,,9/11/2022 21:20,16468302
FALSE,305248,77449,Meat & Seafood,Fresh Food,"Muffins, donuts, pastries",Meat & Seafood/Fresh Food,544378456,https://www.walmart.com/ip/Freshness-Guaranteed-Plain-Cake-Donuts-2-Count/544378456?fulfillmentIntent=Pickup,"Freshness Guaranteed Plain Cake Donuts, 2 Count",Freshness Guaranteed,1.46,1.46,,,9/11/2022 21:20,16469052
FALSE,305998,53215,Meat & Seafood,Fresh Food,Plant-base alternatives,Meat & Seafood/Fresh Food,10898985,https://www.walmart.com/ip/House-Tofu-Firm-16-0-oz/10898985?fulfillmentIntent=Pickup,"House Tofu - Firm, 16.0 oz",Azumaya,1.78,1.78,16,,9/11/2022 21:20,16469802
FALSE,306748,6010,Meat & Seafood,Fresh Food,Pork,Meat & Seafood/Fresh Food,19500205,https://www.walmart.com/ip/Purnell-s-Old-Folks-Hot-Patties-Breakfast-Country-Sausage-38-oz/19500205?fulfillmentIntent=Pickup,"Purnell's ""Old Folks"" Hot Patties Breakfast Country Sausage, 38 oz",Purnell's Old Folks,11.38,11.38,38,,9/11/2022 21:20,16470552
FALSE,307498,23223,Breakfast & Cereal,"Pancakes, Waffles & Syrups",Pancake & Waffle Mixes,"Breakfast & Cereal/Pancakes, Waffles & Syrups",614336390,https://www.walmart.com/ip/Birch-Benders-Keto-Original-Pancake-Waffle-Mix-10-oz/614336390?fulfillmentIntent=Pickup,"Birch Benders Keto Original Pancake & Waffle Mix, 10 oz",Birch Benders,7.98,7.98,10,,9/11/2022 21:20,16471302
FALSE,308248,90650,Breakfast & Cereal,Muffins & Pastries,Pastries,Breakfast & Cereal/Muffins & Pastries,539188040,https://www.walmart.com/ip/Marketside-Chocolate-Strudel-Pastry-3-5-oz/539188040?fulfillmentIntent=Pickup,"Marketside Chocolate Strudel Pastry, 3.5 oz",Marketside,1.28,1.28,3.5,,9/11/2022 21:20,16472052
FALSE,308998,48180,Meat & Seafood,Fresh Food,Prepared meals & sides,Meat & Seafood/Fresh Food,416618553,https://www.walmart.com/ip/Chilled-Freshness-Guaranteed-Rotisserie-Chicken-Lemon-Pepper-Cooked-Ready-to-Serve-36oz/416618553?fulfillmentIntent=Pickup,"(Chilled) Freshness Guaranteed Rotisserie Chicken, Lemon Pepper, Cooked, Ready to Serve, 36oz",Freshness Guaranteed,6.97,6.97,36,,9/11/2022 21:20,16472802
FALSE,309748,77449,Meat & Seafood,Fresh Food,Plant-base alternatives,Meat & Seafood/Fresh Food,896530232,https://www.walmart.com/ip/Lucky-Foods-Seoul-Original-Kimchi-14-oz/896530232?fulfillmentIntent=Pickup,"Lucky Foods Seoul Original Kimchi, 14 oz",Lucky Foods,3.6,3.6,14,,9/11/2022 21:20,16473552
FALSE,310498,85225,Meat & Seafood,Fresh Food,Pork,Meat & Seafood/Fresh Food,10403374,https://www.walmart.com/ip/Farmland-Fully-Cooked-Diced-Ham-Gluten-Free-16-oz/10403374?fulfillmentIntent=Pickup&athbdg=L1600,"Farmland Fully Cooked Diced Ham, Gluten Free, 16 oz",Farmland,5.18,5.18,16,,9/11/2022 21:20,16474302
FALSE,311248,48180,Meat & Seafood,Fresh Food,Plant-base alternatives,Meat & Seafood/Fresh Food,153599430,https://www.walmart.com/ip/Follow-Your-Heart-Original-Vegenaise-Mayonnaise-Substitute-14-fl-oz/153599430?fulfillmentIntent=Pickup,"Follow Your Heart Original Vegenaise Mayonnaise Substitute, 14 fl oz",Follow Your Heart,5.94,5.94,14,,9/11/2022 21:20,16475052
FALSE,311998,23111,Meat & Seafood,Fresh Food,Plant-base alternatives,Meat & Seafood/Fresh Food,879531602,https://www.walmart.com/ip/Beyond-Meat-Beyond-Breakfast-Sausage-Plant-Based-Breakfast-Patties-Spicy-7-4-oz/879531602?fulfillmentIntent=Pickup,"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Spicy 7.4 oz",BEYOND MEAT,3.8,3.8,7.4,,9/11/2022 21:20,16475802
FALSE,312748,33647,Meat & Seafood,Fresh Food,Prepared meals & sides,Meat & Seafood/Fresh Food,222136101,https://www.walmart.com/ip/Freshness-Guaranteed-Rotisserie-Seasoned-White-Meat-Chicken-Salad-12-oz/222136101?fulfillmentIntent=Pickup,"Freshness Guaranteed Rotisserie Seasoned White Meat Chicken Salad, 12 oz",Freshness Guaranteed,5.94,5.94,12,,9/11/2022 21:20,16476552
FALSE,313498,78130,Meat & Seafood,Fresh Food,Pork,Meat & Seafood/Fresh Food,774337666,https://www.walmart.com/ip/Great-Value-Bone-In-Ham-Portion-4-60-12-63-lb/774337666?fulfillmentIntent=Pickup,"Great Value Bone-In Ham Portion, 4.60 - 12.63 lb",Great Value,19.8,19.8,12.63,,9/11/2022 21:20,16477302
FALSE,314248,23223,Meat & Seafood,Fresh Food,Pork,Meat & Seafood/Fresh Food,51259109,https://www.walmart.com/ip/Pork-Center-Cut-Loin-Chops-Thick-Boneless-0-8-2-0-lb/51259109?fulfillmentIntent=Pickup,"Pork Center Cut Loin Chops Thick Boneless, 0.8 - 2.0 lb",Fresh Pork,7.95,7.95,2,,9/11/2022 21:20,16478052
FALSE,314998,70072,Meat & Seafood,Fresh Food,Prepared meals & sides,Meat & Seafood/Fresh Food,543125814,https://www.walmart.com/ip/Marketside-BBQ-Recipe-Chicken-Flatbread-Pizza-11-5-oz-Fresh/543125814?fulfillmentIntent=Pickup,"Marketside BBQ Recipe Chicken Flatbread Pizza, 11.5 oz (Fresh)",Marketside,5.5,5.5,11.5,,9/11/2022 21:20,16478802
FALSE,315748,72034,Meat & Seafood,Fresh Food,Prepared meals & sides,Meat & Seafood/Fresh Food,125130427,https://www.walmart.com/ip/Panera-Bread-Mac-Cheese-16oz-Cup-Vegetarian-Heat-Eat/125130427?fulfillmentIntent=Pickup,"Panera Bread Mac & Cheese, 16oz Cup (Vegetarian/Heat & Eat)",Panera Bread,5.97,5.37,16,,9/11/2022 21:20,16479552
FALSE,316498,79936,Meat & Seafood,Fresh Food,Prepared meals & sides,Meat & Seafood/Fresh Food,876103155,https://www.walmart.com/ip/Lloyd-s-Pecanwood-Smoked-Seasoned-Pulled-Pork-with-Pig-Beach-BBQ-Sauce-16-oz-Refrigerated/876103155?fulfillmentIntent=Pickup,"Lloyd's Pecanwood Smoked & Seasoned Pulled Pork with Pig Beach BBQ Sauce, 16 oz (Refrigerated)",Lloyd's,6.88,6.88,16,,9/11/2022 21:20,16480302
FALSE,317248,45011,Bakery & Bread,Rolls & Buns,Rolls,Bakery & Bread/Rolls & Buns,561476307,https://www.walmart.com/ip/Marketside-Country-White-Dinner-Rolls-12-oz-6-Count/561476307?fulfillmentIntent=Pickup,"Marketside Country White Dinner Rolls, 12 oz, 6 Count",Marketside,2.24,2.24,12,,9/11/2022 21:20,16481052
