utc,product_name,store_section,category,subcategory,labels,nutriscore,nova_group,allergens,diet_tags,image_url,price,x,y
101403165,Onion,Vegetables,Fresh Vegetables,Fresh Onions,"Vegetarian,Green Dot India",a,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/010/140/3165/front_en.3.400.jpg,1.99,7,35
101481695,Spinach,Vegetables,Fresh Vegetables,Fresh Spinachs,"Vegetarian,Green Dot India",a,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/010/148/1695/front_en.3.400.jpg,1.99,7,35
101646267,Carrot,Vegetables,Fresh Vegetables,Fresh Vegetables,"Vegetarian,Green Dot India",a,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/010/164/6267/front_en.12.400.jpg,1.99,7,35
123456784,Salam de vară,Meats,Meats,Meats,,unknown,,,,https://images.openfoodfacts.org/images/products/000/012/345/6784/front_en.5.400.jpg,7.99,1,28
201901406,Sparkling water,Waters,Waters,Waters,,b,4.0,,"en:palm-oil-free,en:maybe-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/000/020/190/1406/front_en.3.400.jpg,1.49,7,16
260814065,Gluten free multigrain bread,Breads,Breads,Gluten Free Breads,No gluten,c,4.0,en:eggs,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/026/081/4065/front_en.13.400.jpg,3.99,15,28
477414034,Figs,Fruits,Fruits,Figs,,unknown,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/047/741/4034/front_en.3.400.jpg,2.49,9,41
500000050,Smuckers Natural Peanut Butter,Spreads,Spreads,Plant Based Spreads,"No GMOs,Non GMO project",unknown,1.0,,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/050/000/0050/front_en.3.400.jpg,4.99,16,5
512203101,8&quot; Whole Wheat Tortillas,Breads,Breads,Flatbreads,Halal,unknown,3.0,en:gluten,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/051/220/3101/front_en.10.400.jpg,3.99,15,28
547404828,Organic Hummus,Condiments,Condiments,Sauces,"Organic,USDA Organic",unknown,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/054/740/4828/front_en.3.400.jpg,3.29,7,25
590001282,French Beans,Vegetables,Fresh Vegetables,Fresh Vegetables,"Vegetarian,Green Dot India",unknown,,,en:vegetarian,https://images.openfoodfacts.org/images/products/000/059/000/1282/front_en.3.400.jpg,1.99,7,35
600194566,Grass Fed Ground Beef,Meats,Meats,Meats,,a,,,,https://images.openfoodfacts.org/images/products/000/060/019/4566/front_en.3.400.jpg,7.99,1,28
651003214,Romaine Hearts,Vegetables,Fresh Vegetables,Fresh Vegetables,No gluten,a,,,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/065/100/3214/front_en.5.400.jpg,1.99,7,35
651011004,Iceberg lettuce,Fruits,Fruits,Fruits,,unknown,,,,https://images.openfoodfacts.org/images/products/000/065/101/1004/front_en.3.400.jpg,2.49,9,41
651111117,Cauliflower,Fruits,Fruits,Fruits,,unknown,,,,https://images.openfoodfacts.org/images/products/000/065/111/1117/front_en.8.400.jpg,2.49,9,41
651317007,Brussels sprouts,Fruits,Fruits,Fruits,,a,,,,https://images.openfoodfacts.org/images/products/000/065/131/7007/front_en.3.400.jpg,2.49,9,41
651319001,Microwavable Brussels Sprouts,Fruits,Fruits,Fruits,,a,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/065/131/9001/front_en.4.400.jpg,2.49,9,41
651511009,Celery,Fruits,Fruits,Fruits,,b,,,,https://images.openfoodfacts.org/images/products/000/065/151/1009/front_en.4.400.jpg,2.49,9,41
651700229,Broccoli,Fruits,Fruits,Fruits,,a,,,,https://images.openfoodfacts.org/images/products/000/065/170/0229/front_en.4.400.jpg,2.49,9,41
651881058,Spinach,Vegetables,Fresh Vegetables,Fresh Spinachs,,a,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/065/188/1058/front_en.5.400.jpg,1.99,7,35
787423049,Bowtie Noodles,Pastas,Pastas,Pastas,,a,1.0,en:gluten,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/078/742/3049/front_en.7.400.jpg,2.29,7,16
790870043,Skippy wafer bar,Bars,Bars,Bars,,e,4.0,"en:gluten,en:milk,en:peanuts,en:soybeans","en:palm-oil,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/079/087/0043/front_en.7.400.jpg,2.49,7,19
930012833,Mt. Olive Kosher Dills,Fruits,Fruits,Fruits,No gluten,unknown,4.0,,"en:may-contain-palm-oil,en:maybe-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/000/093/001/2833/front_en.9.400.jpg,2.49,9,41
932120005,Uncured Turkey Bacon,Meats,Meats,Meats,,d,,,,https://images.openfoodfacts.org/images/products/000/093/212/0005/front_en.4.400.jpg,7.99,1,28
1000853258,Confiture Extra De Fraise Bio,Jams,Jams,Berry Jams,"Organic,EU Organic,Non-EU Agriculture,EU Agriculture,EU/non-EU Agriculture,AB Agriculture Biologique",d,4.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/100/085/3258/front_fr.4.400.jpg,3.79,4,1
1001548066,Fruchtaufstrich Himbeere,Jams,Jams,Berry Jams,,e,4.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/100/154/8066/front_de.3.400.jpg,3.79,4,1
1001626785,Dried figs,Fruits,Fruits,Fruits,,unknown,,,,https://images.openfoodfacts.org/images/products/000/100/162/6785/front_en.3.400.jpg,2.49,9,41
1002842941,Ice cream sticks Vanilla,Spices,Spices,Vanilla,,b,4.0,"en:eggs,en:milk","en:may-contain-palm-oil,en:non-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/000/100/284/2941/front_fr.13.400.jpg,3.99,10,1
1090324465,Coles free range XL Eggs,Eggs,Eggs,Chicken Eggs,,unknown,,,,https://images.openfoodfacts.org/images/products/000/109/032/4465/front_en.3.400.jpg,4.99,1,14
1110016134,Blueberries,Fruits,Fruits,Berries,"Organic,No GMOs,USDA Organic",unknown,,,,https://images.openfoodfacts.org/images/products/000/111/001/6134/front_en.3.400.jpg,2.49,9,41
1111052230,Beef Bologna,Meats,Meats,Meats,"No gluten,Crossed Grain Trademark,DZG Gluten free,No added MSG",e,4.0,,"en:palm-oil-free,en:non-vegan,en:non-vegetarian",https://images.openfoodfacts.org/images/products/000/111/105/2230/front_en.10.400.jpg,7.99,1,28
1459290349,mokate cappuccino vanilla,Coffees,Coffees,Instant Coffees,,unknown,4.0,,"en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/145/929/0349/front_en.3.400.jpg,9.99,10,31
1600040105,Multi Grain Cheerios,Breakfast Cereals,Breakfast Cereals,Breakfast Cereals,No gluten,c,4.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/160/004/0105/front_en.10.400.jpg,4.49,7,22
1600049096,Harina para preparar pastel amarillo,Flours,Flours,Cereal Flours,,unknown,3.0,en:gluten,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/160/004/9096/front_es.10.400.jpg,3.49,10,28
1848001321,Rainbow Belts Gummies,Candies,Candies,Gummi Candies,,e,4.0,en:gluten,"en:palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/184/800/1321/front_en.3.400.jpg,2.49,7,19
2000007201,Seeded hamburger 8 enriched buns,Breads,Breads,Breads,,c,4.0,"en:gluten,en:sesame-seeds","en:may-contain-palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/200/000/7201/front_fr.4.400.jpg,3.99,15,28
2100030192,All Natural Kosher Salted Whipped Butter,Dairy,Dairies,Dairies,"Vegetarian,No gluten,Kosher,Pescatarian",e,2.0,en:milk,"en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/210/003/0192/front_en.8.400.jpg,4.49,1,1
2316018030,Large brown pasture organic,Eggs,Eggs,Chicken Eggs,,unknown,,,,https://images.openfoodfacts.org/images/products/000/231/601/8030/front_en.3.400.jpg,4.99,1,14
2531524867,Habanero Pepper Sauce,Condiments,Condiments,Sauces,,unknown,3.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/253/152/4867/front_en.5.400.jpg,3.29,7,25
2544812958,Applewood Smoked Uncured Ham,Meats,Meats,Meats,No gluten,d,,,,https://images.openfoodfacts.org/images/products/000/254/481/2958/front_en.3.400.jpg,7.99,1,28
2590871477,Raspberries,Fruits,Fruits,Berries,,unknown,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/259/087/1477/front_en.8.400.jpg,2.49,9,41
3089164175,"Mango, Blueberries & Strawberries",Fruits,Fruits,Frozen Fruits,,c,1.0,,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/308/916/4175/front_en.3.400.jpg,2.49,9,41
3382807812,Whole Kernel Corn,Fruits,Fruits,Fruits,No-salt-added,b,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/338/280/7812/front_en.8.400.jpg,2.49,9,41
3514300592,Unsweetened Green Tea,Teas,Teas,Green Teas,Number-1-green-tea-in-japan,b,1.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/351/430/0592/front_ja.3.400.jpg,5.49,5,31
3900006639,Vienna Sausage,Meats,Meats,Meats,,unknown,4.0,,"en:palm-oil-free,en:non-vegan,en:non-vegetarian",https://images.openfoodfacts.org/images/products/000/390/000/6639/front_en.6.400.jpg,7.99,1,28
4000001203,Whole Milk,Dairy,Dairies,Milks,,c,1.0,en:milk,"en:palm-oil-free,en:non-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/000/400/000/1203/front_en.4.400.jpg,4.49,1,1
4000001258,King kullen whole milk,Dairy,Dairies,Milks,,c,1.0,en:milk,"en:palm-oil-free,en:non-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/000/400/000/1258/front_en.4.400.jpg,4.49,1,1
4000001272,King kullen 2% reduced fat milk,Dairy,Dairies,Milks,,b,1.0,,"en:palm-oil-free,en:non-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/000/400/000/1272/front_en.4.400.jpg,4.49,1,1
4119210859,Vector,Breakfast Cereals,Breakfast Cereals,Breakfast Cereals,,c,4.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/411/921/0859/front_en.3.400.jpg,4.49,7,22
4141527091,Everything bagels,Breads,Breads,Breads,,d,4.0,"en:gluten,en:sesame-seeds","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/414/152/7091/front_en.4.400.jpg,3.99,15,28
4749511780,Fig Bar,Bars,Bars,Bars,"Organic,Vegetarian,EU Organic,Kosher,Vegan,AB Agriculture Biologique",unknown,4.0,en:gluten,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/474/951/1780/front_en.13.400.jpg,2.49,7,19
4800136730,Béarnaise Sauce Mix,Condiments,Condiments,Sauces,Verified,unknown,4.0,,"en:palm-oil,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/480/013/6730/front_en.7.400.jpg,3.29,7,25
4900005545,Sprite,Sodas,Sodas,Diet Sodas,,unknown,4.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/490/000/5545/front_en.3.400.jpg,1.89,7,13
5150002570,Simply fruit seedless red raspberry,Fruits,Fruits,Fruits,,unknown,,,,https://images.openfoodfacts.org/images/products/000/515/000/2570/front_en.3.400.jpg,2.49,9,41
5161141893,Polish Kielbasa,Meats,Meats,Meats,"No antibiotics,Without antibiotics since birth,Porks raised without antibiotics,All-vegetarian-feed,Crate-free,No-animal-by-products,No-hormones-added,No-nitrates-added,No-nitrites-added,Us-inspected",unknown,4.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/516/114/1893/front_en.10.400.jpg,7.99,1,28
5216437657,"Pho', Pho Soup Seasoning Spice Cube",Condiments,Condiments,Condiments,,e,4.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/521/643/7657/front_en.5.400.jpg,3.29,7,25
5640513033,Blanc de poulet,Meats,Meats,Meats,,unknown,,,,https://images.openfoodfacts.org/images/products/000/564/051/3033/front_en.3.400.jpg,7.99,1,28
5937026918,Barn Eggs,Eggs,Eggs,Chicken Eggs,,unknown,,,,https://images.openfoodfacts.org/images/products/000/593/702/6918/front_en.3.400.jpg,4.99,1,14
6262048262,Trader Joe’s Pepita Salsa,Condiments,Condiments,Sauces,,unknown,3.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/626/204/8262/front_en.3.400.jpg,3.29,7,25
6404203686,Fruit & Grain Bar - Strawberry,Cakes,Cakes,Cakes,,unknown,4.0,"en:eggs,en:gluten,en:milk,en:soybeans","en:may-contain-palm-oil,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/640/420/3686/front_en.6.400.jpg,4.99,13,35
6565580483,Raisins,Dried Fruits,Dried Fruits,Raisins,,d,3.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/656/558/0483/front_en.3.400.jpg,6.99,4,34
6612017016,Tesco Indian tonic water,Sodas,Sodas,Tonic Water,"Vegetarian,Vegan",unknown,4.0,,"en:palm-oil-content-unknown,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/661/201/7016/front_en.7.400.jpg,1.89,7,13
7065080058,"Garlic Chili Pepper, Sriracha Sauce",Condiments,Condiments,Sauces,No gluten,d,3.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/706/508/0058/front_en.5.400.jpg,3.29,7,25
7110021362,Thick & Creamy French Onion Dip,Condiments,Condiments,Sauces,,unknown,4.0,"en:eggs,en:milk,en:soybeans","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/711/002/1362/front_en.7.400.jpg,3.29,7,25
7228505100,La Fin du Monde,Alcoholic Beverages,Alcoholic Beverages,Beers,"Not advised for specific people,Green Dot,Not advised for pregnant women,fr:consigne",not-applicable,3.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/722/850/5100/front_fr.6.400.jpg,12.99,7,10
7229600013,Chunk Light Tuna Fish in Water,Seafood,Seafood,Fishes And Their Products,,a,4.0,"en:soybeans,en:Fis","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/722/960/0013/front_en.4.400.jpg,9.99,1,34
7245790661,Orange Marmalade Fruit Spread,Fruits,Fruits,Citrus,"Low or no fat,Low or no sugar,Kosher,Kosher-parve,No fat,No sugar,Calorie-free",unknown,4.0,,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/724/579/0661/front_en.6.400.jpg,2.49,9,41
7417000012,Whole Wheat Pita Bread,Breads,Breads,Flatbreads,"Vegetarian,Vegan",a,4.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/741/700/0012/front_en.3.400.jpg,3.99,15,28
7460100302,Whole young corn spears,Fruits,Fruits,Fruits,,b,,,,https://images.openfoodfacts.org/images/products/000/746/010/0302/front_en.3.400.jpg,2.49,9,41
7789018872,Butter lettuce,Fruits,Fruits,Fruits,,a,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/778/901/8872/front_en.6.400.jpg,2.49,9,41
7940126164,Tomato Sauce,Fruits,Fruits,Fruits,"No gluten,Low or no Sodium,Low Sodium",a,4.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/794/012/6164/front_en.3.400.jpg,2.49,9,41
7989360071,No stir Creamy Peanut Butter,Spreads,Spreads,Plant Based Spreads,"Organic,USDA Organic",c,3.0,en:peanuts,"en:palm-oil,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/798/936/0071/front_en.4.400.jpg,4.99,16,5
8002575540,Original Spiced Gold,Alcoholic Beverages,Alcoholic Beverages,Distilled Beverages,"Not advised for specific people,Green Dot,Natural flavors,Not advised for pregnant women",not-applicable,4.0,,"en:palm-oil-free,en:maybe-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/000/800/257/5540/front_de.7.400.jpg,12.99,7,10
8005825017,Mozzarella & Herb Tri Color Tortelloni,Pastas,Pastas,Pastas,,a,4.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/800/582/5017/front_en.3.400.jpg,2.29,7,16
8005930018,Classic Potato Gnocchi,Pastas,Pastas,Gnocchi,"No gluten,No GMOs,Non GMO project",c,3.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/800/593/0018/front_en.22.400.jpg,2.29,7,16
8005930025,Gluten Free Sweet Potato gnocchi,Pastas,Pastas,Gnocchi,"No gluten,Certified gluten-free",c,3.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/800/593/0025/front_en.3.400.jpg,2.29,7,16
8005958012,Fresh Mozzarella Tomato & Basil Ravioli,Pastas,Pastas,Pastas,,c,4.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/800/595/8012/front_en.3.400.jpg,2.29,7,16
8077102146,Hello Panda,Chocolate,Chocolates,Chocolates,,e,4.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/807/710/2146/front_en.6.400.jpg,2.99,7,22
8107829944,Gourmet flatbread sea salt,Breads,Breads,Breads,,d,3.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/810/782/9944/front_en.5.400.jpg,3.99,15,28
8112100281,Pure Sesame Oil,Vegetable Oils,Vegetable Oils,Cereal Oils,"No GMOs,Non GMO project",c,2.0,en:sesame-seeds,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/811/210/0281/front_en.14.400.jpg,6.49,10,28
8112100298,Pure Sesame Oil,Vegetable Oils,Vegetable Oils,Cereal Oils,"No GMOs,Non GMO project",c,2.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/811/210/0298/front_en.7.400.jpg,6.49,10,28
8127000019,Extra virgin olive oil,Vegetable Oils,Vegetable Oils,Olive Oils,,b,2.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/812/700/0019/front_en.5.400.jpg,6.49,10,28
8127000057,Extra Virgin Olive Oil,Vegetable Oils,Vegetable Oils,Olive Oils,,b,2.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/812/700/0057/front_en.4.400.jpg,6.49,10,28
8155902910,Salad dressing and marinade balsamic vinaigrette,Condiments,Condiments,Sauces,,d,4.0,,"en:palm-oil-free,en:maybe-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/000/815/590/2910/front_en.5.400.jpg,3.29,7,25
8229101294,Bill Knapp's shortbread crumb holiday dunkers,Cakes,Cakes,Doughnuts,Bill-knapp-s-shortbread-crumb-holiday-dunkers,d,4.0,,"en:palm-oil,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/822/910/1294/front_en.4.400.jpg,4.99,13,35
8229101324,Bill knapp's old fashioned cinnamon sugar dunker doughnuts,Cakes,Cakes,Cakes,,e,4.0,en:milk,"en:palm-oil,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/822/910/1324/front_en.4.400.jpg,4.99,13,35
8229106008,Bill knapp's old fashioned cinnamon raisin iced bread,Breads,Breads,Breads,,e,4.0,,"en:may-contain-palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/822/910/6008/front_en.4.400.jpg,3.99,15,28
8274000078,Extra Ginger Beer,Sodas,Sodas,Fruit Sodas,"No gluten,No GMOs,No preservatives,Non GMO project",e,3.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/827/400/0078/front_en.22.400.jpg,1.89,7,13
8274000139,All natural caribbean style ginger beer,Sodas,Sodas,Sodas,No preservatives,c,3.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/827/400/0139/front_fr.4.400.jpg,1.89,7,13
8274004687,Strongest Ginger Beer,Sodas,Sodas,Sodas,"No GMOs,No preservatives,Non GMO project",e,3.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/827/400/4687/front_en.16.400.jpg,1.89,7,13
8295660725,Organic Balsamic Vinegar Of Modena,Condiments,Condiments,Condiments,"Organic,No GMOs,USDA Organic,Non GMO project",d,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/829/566/0725/front_en.4.400.jpg,3.29,7,25
8295660770,Organic Balsamic Vinegar of Modena,Condiments,Condiments,Condiments,"Organic,No GMOs,No preservatives,USDA Organic,Non GMO project",b,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/829/566/0770/front_en.5.400.jpg,3.29,7,25
8295661012,Balsamic Vinegar Of Modena White Eagle,Condiments,Condiments,Sauces,"No GMOs,Non GMO project",not-applicable,2.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/829/566/1012/front_en.5.400.jpg,3.29,7,25
8295661036,Balsamic Vinegar of Modena Bronze Eagle,Condiments,Condiments,Vinegars,"No GMOs,Non GMO project",not-applicable,2.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/829/566/1036/front_en.6.400.jpg,3.29,7,25
8295661050,Balsamic Vinegar Of Modena,Condiments,Condiments,Vinegars,"No GMOs,Non GMO project",not-applicable,2.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/829/566/1050/front_en.7.400.jpg,3.29,7,25
8295661081,Balsamic Vinegar Of Modena Platinum Eagle,Condiments,Condiments,Vinegars,"No GMOs,Non GMO project",not-applicable,2.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/829/566/1081/front_en.4.400.jpg,3.29,7,25
8295661098,AGED BALSAMIC VINEGAR OF MODENA,Condiments,Condiments,Sauces,,d,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/829/566/1098/front_en.5.400.jpg,3.29,7,25
8295663177,Balsamic Vinegar Of Modena,Condiments,Condiments,Condiments,"No GMOs,Non GMO project",c,4.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/829/566/3177/front_en.9.400.jpg,3.29,7,25
8295663900,Organic apple cider vinegar,Condiments,Condiments,Sauces,"No gluten,Organic,EU Organic,No GMOs,USDA Organic,IT-BIO-008,Non GMO project",not-applicable,2.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/829/566/3900/front_en.21.400.jpg,3.29,7,25
8295664754,Glaze With Balsamic Vinegar Of Modena,Condiments,Condiments,Sauces,,d,1.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/829/566/4754/front_en.4.400.jpg,3.29,7,25
8295664761,Organic Glaze With Balsamic Vinegar Of Modena,Condiments,Condiments,Condiments,"Organic,No GMOs,Non GMO project",d,1.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/829/566/4761/front_en.4.400.jpg,3.29,7,25
8346956784,High Protein,Dairy,Dairies,Dairy Drinks,"No gluten,Source of proteins,High proteins",e,4.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/834/695/6784/front_en.5.400.jpg,4.49,1,1
8414606445,Mermelada de pétalos de rosa y té,Jams,Jams,Jams,"Vegetarian,Vegan",unknown,3.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/841/460/6445/front_es.12.400.jpg,3.79,4,1
8582000339,apple smoked habanero,Condiments,Condiments,Sauces,,e,4.0,,"en:palm-oil-free,en:maybe-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/000/858/200/0339/front_en.3.400.jpg,3.29,7,25
8583100261,Spaghetti,Pastas,Pastas,Spaghetti,"Organic,EU Organic,Non-EU Agriculture,USDA Organic,EU Agriculture,EU/non-EU Agriculture,IT-BIO-005",a,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/858/310/0261/front_en.3.400.jpg,2.29,7,16
8583200008,Pastazara traditional bronze cut caserecce macaroni product,Pastas,Pastas,Pastas,,a,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/000/858/320/0008/front_en.4.400.jpg,2.29,7,16
8600024310,organic pasture raised eggs,Eggs,Eggs,Chicken Eggs,"Organic,USDA Organic",a,,,,https://images.openfoodfacts.org/images/products/000/860/002/4310/front_en.3.400.jpg,4.99,1,14
8725031293,White Frosted Peppermint Bark Almonds,Candies,Candies,Candies,,unknown,4.0,,"en:palm-oil,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/872/503/1293/front_en.4.400.jpg,2.49,7,19
8810911338,Hostess Tiger Tails Golden Sponge Cake With Orange Creme Filling Twinkies,Cakes,Cakes,Cakes,,unknown,4.0,"en:eggs,en:gluten,en:milk,en:soybeans","en:may-contain-palm-oil,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/881/091/1338/front_en.14.400.jpg,4.99,13,35
8810911485,Hostess S'Mores Cupcakes,Cakes,Cakes,Cakes,,e,4.0,"en:eggs,en:gluten,en:milk,en:soybeans","en:palm-oil,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/000/881/091/1485/front_en.3.400.jpg,4.99,13,35
