utc,product_name,store_section,category,subcategory,labels,nutriscore,nova_group,allergens,diet_tags,image_url,price,x,y
11110069061,Cheese bits crackers,Salty Snacks,Salty Snacks,Appetizers,,unknown,4.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/006/9061/front_en.9.400.jpg,3.49,4,13
11110071439,Premium Butter with Honey & Cinnamon,Spreads,Spreads,Spreads,,e,3.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/007/1439/front_en.13.400.jpg,4.99,16,5
11110071736,Hard SALAMI,Meats,Meats,Meats,No gluten,e,,,,https://images.openfoodfacts.org/images/products/001/111/007/1736/front_en.3.400.jpg,7.99,1,28
11110071835,Dried Pineapple Rings,Fruits,Fruits,Fruits,,d,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/007/1835/front_en.22.400.jpg,2.49,9,41
11110072948,Blueberry muffins,Cakes,Cakes,Muffins,,e,4.0,,"en:may-contain-palm-oil,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/007/2948/front_en.6.400.jpg,4.99,13,35
11110073044,Thai Peanut Sauce,Condiments,Condiments,Gravy,,e,4.0,,"en:palm-oil-free,en:non-vegan,en:non-vegetarian",https://images.openfoodfacts.org/images/products/001/111/007/3044/front_en.16.400.jpg,3.29,7,25
11110073501,Old World Cracker Cut Pepperoni,Meats,Meats,Meats,No gluten,e,4.0,,"en:palm-oil-free,en:non-vegan,en:non-vegetarian",https://images.openfoodfacts.org/images/products/001/111/007/3501/front_en.3.400.jpg,7.99,1,28
11110073693,classic chili lime flavored potato chips,Salty Snacks,Salty Snacks,Appetizers,,unknown,4.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/007/3693/front_en.5.400.jpg,3.49,4,13
11110074225,Squeezable strawberry spread,Jams,Jams,Berry Jams,,unknown,4.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/007/4225/front_en.3.400.jpg,3.79,4,1
11110075802,Tarter sauce,Condiments,Condiments,Sauces,,e,4.0,,"en:may-contain-palm-oil,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/007/5802/front_en.3.400.jpg,3.29,7,25
11110080233,Hatch green chile ranch petite potatoes,Fruits,Fruits,Fruits,,b,4.0,en:milk,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/0233/front_en.3.400.jpg,2.49,9,41
11110080738,Pad thia rice noodles brown,Pastas,Pastas,Noodles,"No gluten,Organic,Vegetarian,No GMOs,No preservatives,USDA Organic,Vegan",a,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/008/0738/front_en.12.400.jpg,2.29,7,16
11110080899,Rice and almond crackers,Salty Snacks,Salty Snacks,Appetizers,No gluten,unknown,4.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/0899/front_en.11.400.jpg,3.49,4,13
11110080981,Ghee packets,Dairy,Dairies,Dairies,"No gluten,Organic,No preservatives,USDA Organic,No lactose",e,2.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/008/0981/front_en.3.400.jpg,4.49,1,1
11110081025,Freeze-Dried Strawberries,Fruits,Fruits,Fruits,"No gluten,No artificial flavors,No preservatives,Certified gluten-free",unknown,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/008/1025/front_en.12.400.jpg,2.49,9,41
11110081315,Wagyu Beef Jerky Cheribanero,Meats,Meats,Beef,,e,,,,https://images.openfoodfacts.org/images/products/001/111/008/1315/front_en.3.400.jpg,7.99,1,28
11110081322,Creamy Peanut Butter,Spreads,Spreads,Plant Based Spreads,No gluten,c,4.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/1322/front_en.3.400.jpg,4.99,16,5
11110081421,Sliced Strawberries,Fruits,Fruits,Frozen Fruits,No preservatives,a,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/008/1421/front_en.11.400.jpg,2.49,9,41
11110081438,BLUEBERRIES FRESHLY FROZEN BLUEBERRIES,Fruits,Fruits,Fruits,"Organic,No preservatives,USDA Organic",b,,,,https://images.openfoodfacts.org/images/products/001/111/008/1438/front_en.14.400.jpg,2.49,9,41
11110081636,lactose free fat free milk,Dairy,Dairies,Milks,No lactose,b,3.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/1636/front_en.16.400.jpg,4.49,1,1
11110082039,WHOLE STRAWBERRIES FRESHLY FROZEN STRAWBERRIES,Fruits,Fruits,Berries,No preservatives,unknown,,,,https://images.openfoodfacts.org/images/products/001/111/008/2039/front_en.9.400.jpg,2.49,9,41
11110082046,Organic blueberries,Fruits,Fruits,Berries,,a,,,,https://images.openfoodfacts.org/images/products/001/111/008/2046/front_en.3.400.jpg,2.49,9,41
11110082190,Olive oil,Vegetable Oils,Vegetable Oils,Olive Oils,No preservatives,b,2.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/008/2190/front_en.3.400.jpg,6.49,10,28
11110082213,Frozen blueberries,Fruits,Fruits,Berries,,a,,,,https://images.openfoodfacts.org/images/products/001/111/008/2213/front_en.3.400.jpg,2.49,9,41
11110082305,"Frozen Strawberries, blueberries & mangos",Fruits,Fruits,Frozen Fruits,,a,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/008/2305/front_en.23.400.jpg,2.49,9,41
11110082497,Sliced Strawberries,Fruits,Fruits,Berries,,a,,,,https://images.openfoodfacts.org/images/products/001/111/008/2497/front_en.3.400.jpg,2.49,9,41
11110082596,Frozen blueberries,Fruits,Fruits,Berries,,a,,,,https://images.openfoodfacts.org/images/products/001/111/008/2596/front_en.12.400.jpg,2.49,9,41
11110082701,Honey Creamy Roasted Peanut Spread,Spreads,Spreads,Plant Based Spreads,,d,4.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/2701/front_en.3.400.jpg,4.99,16,5
11110082992,Carbmaster vanilla milk,Dairy,Dairies,Dairy Drinks,"Keto,No lactose",unknown,4.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/2992/front_en.8.400.jpg,4.49,1,1
11110083043,Super Sweet Pineapple Chunks,Fruits,Fruits,Frozen Fruits,,unknown,,,,https://images.openfoodfacts.org/images/products/001/111/008/3043/front_en.13.400.jpg,2.49,9,41
11110083203,whole strawberries,Fruits,Fruits,Berries,,a,,,,https://images.openfoodfacts.org/images/products/001/111/008/3203/front_en.16.400.jpg,2.49,9,41
11110083234,CHICKEN NUGGETS ANIMAL SHAPES,Meats,Meats,Meats,No gluten,b,4.0,,"en:palm-oil-free,en:non-vegan,en:non-vegetarian",https://images.openfoodfacts.org/images/products/001/111/008/3234/front_en.27.400.jpg,7.99,1,28
11110083289,Blackberries,Fruits,Fruits,Berries,,a,,,,https://images.openfoodfacts.org/images/products/001/111/008/3289/front_en.3.400.jpg,2.49,9,41
11110083319,Grilled Chicken Strips,Meats,Meats,Poultries,"No antibiotics,Organic,Free range,USDA Organic,Without hormones,Free range chicken,Inspected for wholesomeness by the U.S. Department of Agriculture",a,,,,https://images.openfoodfacts.org/images/products/001/111/008/3319/front_en.4.400.jpg,7.99,1,28
11110083890,Chef's Blend Shredded Cheese Thick Cut,Dairy,Dairies,Fermented Milk Products,No artificial flavors,c,4.0,,"en:palm-oil-free,en:non-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/001/111/008/3890/front_en.16.400.jpg,4.49,1,1
11110083906,Itailan style blend shredded cheese,Dairy,Dairies,Fermented Milk Products,,e,4.0,,"en:palm-oil-free,en:non-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/001/111/008/3906/front_en.3.400.jpg,4.49,1,1
11110083913,Aged cheddar blend,Dairy,Dairies,Fermented Milk Products,,d,4.0,,"en:palm-oil-free,en:non-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/001/111/008/3913/front_en.4.400.jpg,4.49,1,1
11110084187,Pre-Sliced Blueberry Bagels,Breads,Breads,Breads,,d,4.0,,"en:may-contain-palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/4187/front_en.3.400.jpg,3.99,15,28
11110084200,100%whole wheat bagels,Breads,Breads,Breads,,unknown,4.0,,"en:may-contain-palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/4200/front_en.16.400.jpg,3.99,15,28
11110084347,Kroger white hoagie rolls,Breads,Breads,Breads,No-high-fructose-corn-syrup,d,4.0,,"en:may-contain-palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/4347/front_en.7.400.jpg,3.99,15,28
11110084460,Enriched Hamburger Buns,Breads,Breads,Breads,,d,4.0,,"en:may-contain-palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/4460/front_en.8.400.jpg,3.99,15,28
11110084484,hot dog buns,Breads,Breads,Breads,,d,4.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/4484/front_en.3.400.jpg,3.99,15,28
11110084705,Korean style Kimchi,Fruits,Fruits,Fruits,"Vegetarian,No gluten,Vegan,No Bisphenol-A",c,3.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/008/4705/front_en.4.400.jpg,2.49,9,41
11110084767,"8"" White Cake Decorated",Cakes,Cakes,Cakes,,unknown,4.0,,"en:palm-oil,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/4767/front_en.5.400.jpg,4.99,13,35
11110084859,Classic White Enriched Bread,Breads,Breads,White Breads,,c,4.0,"en:gluten,en:soybeans","en:may-contain-palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/4859/front_en.26.400.jpg,3.99,15,28
11110084965,Mushroom pasta sauce,Condiments,Condiments,Sauces,,c,3.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/4965/front_en.3.400.jpg,3.29,7,25
11110084989,Marinara pasta sauce,Condiments,Condiments,Sauces,"Organic,USDA Organic",unknown,3.0,,"en:palm-oil-free,en:maybe-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/001/111/008/4989/front_en.3.400.jpg,3.29,7,25
11110084996,Tomato basil pasta sauce with organic extra virgin olive oil,Condiments,Condiments,Sauces,"No preservatives,No milk",a,3.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/008/4996/front_en.3.400.jpg,3.29,7,25
11110085030,potato bread,Breads,Breads,Breads,,unknown,4.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/5030/front_en.3.400.jpg,3.99,15,28
11110085177,Light Rye,Breads,Breads,Breads,,b,4.0,,"en:may-contain-palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/5177/front_en.3.400.jpg,3.99,15,28
11110085184,DARK RYE WIDE PAN BREAD,Breads,Breads,Rye Breads,,c,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/008/5184/front_en.18.400.jpg,3.99,15,28
11110086006,Bone broth beef,Meats,Meats,Beef,No gluten,a,3.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/6006/front_en.3.400.jpg,7.99,1,28
11110086167,Beef stock fat free,Meats,Meats,Beef,"No gluten,Organic,USDA Organic",unknown,,,,https://images.openfoodfacts.org/images/products/001/111/008/6167/front_en.17.400.jpg,7.99,1,28
11110086556,Classic Potato Chips,Salty Snacks,Salty Snacks,Appetizers,No gluten,e,3.0,,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/6556/front_en.3.400.jpg,3.49,4,13
11110086570,Tortilla Chips Original White Restaurant Style,Salty Snacks,Salty Snacks,Appetizers,,c,3.0,,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/6570/front_en.16.400.jpg,3.49,4,13
11110086600,Potato Chips,Salty Snacks,Salty Snacks,Appetizers,No gluten,e,3.0,,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/6600/front_en.9.400.jpg,3.49,4,13
11110086617,ripples cheddar and sour cream,Salty Snacks,Salty Snacks,Appetizers,,e,4.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/6617/front_en.3.400.jpg,3.49,4,13
11110086709,shirataki noodles,Pastas,Pastas,Noodles,"Vegetarian,Vegan,Plant based",unknown,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/008/6709/front_en.3.400.jpg,2.29,7,16
11110087249,Queso Blanco,Dairy,Dairies,Fermented Milk Products,,d,4.0,,"en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/7249/front_en.3.400.jpg,4.49,1,1
11110087508,Hard Cooked Peeled Eggs,Eggs,Eggs,Eggs,,a,,,,https://images.openfoodfacts.org/images/products/001/111/008/7508/front_en.3.400.jpg,4.99,1,14
11110087560,Sesame Hamburger Enriched Buns,Breads,Breads,Breads,,c,4.0,,"en:may-contain-palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/7560/front_en.4.400.jpg,3.99,15,28
11110088178,Coffee Shop,Coffees,Coffees,Coffees,,e,4.0,,"en:may-contain-palm-oil,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/8178/front_en.8.400.jpg,9.99,10,31
11110088512,Mandarin Oranges,Canned Food,Canned Foods,Canned Plant Based Foods,No artificial flavors,unknown,1.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/8512/front_en.3.400.jpg,1.79,7,25
11110088529,Yellow Cling Diced Peaches in 100% Juice,Fruits,Fruits,Fruits,"No artificial flavors,No Bisphenol-A",c,,,,https://images.openfoodfacts.org/images/products/001/111/008/8529/front_en.3.400.jpg,2.49,9,41
11110088802,Classic potato chips,Salty Snacks,Salty Snacks,Appetizers,No gluten,e,3.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/008/8802/front_en.3.400.jpg,3.49,4,13
11110088840,Wavy Lightly Salted Potatoe Chips,Salty Snacks,Salty Snacks,Appetizers,"Low or no salt,Low salt,No gluten,Reduced salt,50% less salt",d,3.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/008/8840/front_en.10.400.jpg,3.49,4,13
11110088871,Cheddar & Sour cream chips,Salty Snacks,Salty Snacks,Appetizers,No gluten,e,4.0,,"en:may-contain-palm-oil,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/008/8871/front_en.3.400.jpg,3.49,4,13
11110089632,WHITE EGGS,Eggs,Eggs,Eggs,,a,,,,https://images.openfoodfacts.org/images/products/001/111/008/9632/front_en.25.400.jpg,4.99,1,14
11110089960,Italian rigatoni,Pastas,Pastas,Pastas,Made in Italy,a,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/008/9960/front_en.3.400.jpg,2.29,7,16
11110090041,Italian spaghetti,Pastas,Pastas,Pastas,Made in Italy,a,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/009/0041/front_en.11.400.jpg,2.29,7,16
11110090058,Italian fettuccine,Pastas,Pastas,Pastas,Made in Italy,a,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/009/0058/front_en.19.400.jpg,2.29,7,16
11110090089,Italian Farfalle,Pastas,Pastas,Pastas,Made in Italy,a,1.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/009/0089/front_en.17.400.jpg,2.29,7,16
11110090102,Private Selection Italian Cavatappi,Pastas,Pastas,Pastas,Made in Italy,a,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/009/0102/front_en.3.400.jpg,2.29,7,16
11110090126,Fully Cooked Grilled Chicken Breast Strips,Meats,Meats,Poultries,No preservatives,a,4.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/009/0126/front_en.4.400.jpg,7.99,1,28
11110090720,Classic White Bread,Breads,Breads,Sliced Breads,"Vegetarian,Vegan",a,4.0,"en:gluten,en:soybeans","en:palm-oil,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/009/0720/front_en.22.400.jpg,3.99,15,28
11110090812,Nutritional Yeast,Condiments,Condiments,Nutritional Yeast,"No gluten,Vegetarian,Vegan",not-applicable,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/009/0812/front_en.3.400.jpg,3.29,7,25
11110090874,Pepperoncini,Fruits,Fruits,Fruits,"No gluten,Vegetarian,No artificial flavors,Vegan",d,4.0,,"en:palm-oil-content-unknown,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/009/0874/front_en.3.400.jpg,2.49,9,41
11110090904,Saltines,Salty Snacks,Salty Snacks,Appetizers,,unknown,3.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/009/0904/front_en.21.400.jpg,3.49,4,13
11110091291,Chocolate Graham Crackers,Salty Snacks,Salty Snacks,Appetizers,,d,4.0,en:gluten,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/009/1291/front_en.3.400.jpg,3.49,4,13
11110091420,Mini Twist Pretzels,Salty Snacks,Salty Snacks,Appetizers,,d,3.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/009/1420/front_en.4.400.jpg,3.49,4,13
11110091437,Pretzels Sticks,Salty Snacks,Salty Snacks,Appetizers,,unknown,3.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/009/1437/front_en.18.400.jpg,3.49,4,13
11110091598,Corn,Fruits,Fruits,Fruits,No preservatives,a,1.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/009/1598/front_en.7.400.jpg,2.49,9,41
11110091758,half & half a blend of milk & cream,Dairy,Dairies,Dairies,,c,1.0,en:milk,"en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/009/1758/front_en.19.400.jpg,4.49,1,1
11110091833,Diced peaches,Fruits,Fruits,Fruits,No Bisphenol-A,b,4.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/009/1833/front_en.3.400.jpg,2.49,9,41
11110091994,Chai Spice Black Tea Latte,Teas,Teas,Teas,,e,4.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/009/1994/front_en.3.400.jpg,5.49,5,31
11110092069,PLAIN BAGELS,Breads,Breads,Breads,,d,3.0,,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/009/2069/front_en.15.400.jpg,3.99,15,28
11110092434,Eggs,Eggs,Eggs,Chicken Eggs,,a,,,,https://images.openfoodfacts.org/images/products/001/111/009/2434/front_en.3.400.jpg,4.99,1,14
11110092502,Belgian Chocolate Milk,Dairy,Dairies,Dairy Drinks,,e,4.0,,"en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/009/2502/front_en.12.400.jpg,4.49,1,1
11110092533,Original granola,Breakfast Cereals,Breakfast Cereals,Breakfast Cereals,"Vegetarian,Vegan,Paleo",e,3.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/009/2533/front_en.8.400.jpg,4.49,7,22
11110092656,Toasted Oats,Breakfast Cereals,Breakfast Cereals,Breakfast Cereals,"Organic,USDA Organic",b,3.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/009/2656/front_en.3.400.jpg,4.49,7,22
11110092670,Simple Truth Organic Bran Flakes Cereal,Breakfast Cereals,Breakfast Cereals,Breakfast Cereals,"Organic,USDA Organic",unknown,3.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/009/2670/front_en.3.400.jpg,4.49,7,22
11110092687,RAISIN BRAN CEREAL,Breakfast Cereals,Breakfast Cereals,Breakfast Cereals,"Organic,No artificial flavors,USDA Organic",d,3.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/009/2687/front_en.18.400.jpg,4.49,7,22
11110092700,Frosted Flakes cereal,Breakfast Cereals,Breakfast Cereals,Cereal Flakes,No preservatives,d,3.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/009/2700/front_en.3.400.jpg,4.49,7,22
11110093318,Oatmilk Non-Dairy Creamer Sweet Creme,Dairy,Dairies,Creams,"Vegetarian,No gluten,Vegan,No lactose,Plant based",b,4.0,,"en:palm-oil-content-unknown,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/009/3318/front_en.29.400.jpg,4.49,1,1
11110093493,"Vegetable Soup Made With Carrots, Potatoes, Cabbage, Green Beans & Green Peas, Vegetable",Canned Food,Canned Foods,Canned Meals,"Vegetarian,No preservatives,Vegan",b,3.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/009/3493/front_en.3.400.jpg,1.79,7,25
11110093844,Mini Marshmallows,Candies,Candies,Marshmallows,,e,4.0,,"en:palm-oil-free,en:non-vegan,en:non-vegetarian",https://images.openfoodfacts.org/images/products/001/111/009/3844/front_en.7.400.jpg,2.49,7,19
11110093851,Marshmallows,Candies,Candies,Marshmallows,,e,4.0,,"en:palm-oil-free,en:non-vegan,en:non-vegetarian",https://images.openfoodfacts.org/images/products/001/111/009/3851/front_en.3.400.jpg,2.49,7,19
11110093868,Marshmallow,Candies,Candies,Marshmallows,,e,4.0,,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/009/3868/front_en.4.400.jpg,2.49,7,19
11110094476,Bavarian Style Soft Pretzel Sticks,Breads,Breads,Breads,,e,3.0,en:gluten,"en:palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/009/4476/front_en.3.400.jpg,3.99,15,28
11110094575,Monterey jack chesse,Dairy,Dairies,Fermented Milk Products,,unknown,4.0,,"en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/009/4575/front_en.11.400.jpg,4.49,1,1
11110095114,Mint Double Filled Kaleidos,Candies,Candies,Candies,,e,4.0,"en:gluten,en:soybeans","en:palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/009/5114/front_en.5.400.jpg,2.49,7,19
11110095633,Lemon turmeric dressing,Condiments,Condiments,Sauces,"Organic,USDA Organic",d,4.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/009/5633/front_en.3.400.jpg,3.29,7,25
11110095657,Worcestershire sauce,Condiments,Condiments,Sauces,"Vegetarian,Vegan",e,4.0,,"en:palm-oil-free,en:vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/009/5657/front_en.3.400.jpg,3.29,7,25
11110096005,Tortilla chips,Salty Snacks,Salty Snacks,Appetizers,,d,3.0,,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/009/6005/front_en.3.400.jpg,3.49,4,13
11110096029,Kick of Lime Tortilla Chips,Salty Snacks,Salty Snacks,Appetizers,,d,4.0,,"en:may-contain-palm-oil,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/009/6029/front_en.3.400.jpg,3.49,4,13
11110096111,100% whole wheat bread,Breads,Breads,Wholemeal Breads,"Low or no sugar,No sugar",unknown,4.0,en:gluten,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/009/6111/front_en.19.400.jpg,3.99,15,28
11110096357,Spicy Dill Pickle Potato Chips,Salty Snacks,Salty Snacks,Appetizers,No gluten,e,4.0,,"en:palm-oil-free,en:maybe-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/001/111/009/6357/front_en.3.400.jpg,3.49,4,13
11110096395,Heavy whipping cream,Dairy,Dairies,Creams,"Organic,USDA Organic",unknown,4.0,,"en:palm-oil-free,en:non-vegan,en:vegetarian",https://images.openfoodfacts.org/images/products/001/111/009/6395/front_en.3.400.jpg,4.49,1,1
11110096487,Peanut Butter filled pretzels,Salty Snacks,Salty Snacks,Salty Snacks,,d,3.0,,"en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/009/6487/front_en.3.400.jpg,3.49,4,13
11110096685,Hazelnut Spread,Spreads,Spreads,Sweet Spreads,"Fair trade,Organic,EU Organic,No preservatives,USDA Organic,BE-BIO-02",unknown,4.0,,"en:palm-oil,en:non-vegan,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/009/6685/front_en.18.400.jpg,4.99,16,5
11110097477,Caramel Truffle Gourmet Coffee,Coffees,Coffees,Coffees,Fair trade,b,4.0,,"en:palm-oil-free,en:maybe-vegan,en:maybe-vegetarian",https://images.openfoodfacts.org/images/products/001/111/009/7477/front_en.7.400.jpg,9.99,10,31
11110097736,Baked mini Oyster Crackers,Salty Snacks,Salty Snacks,Appetizers,,d,3.0,,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",https://images.openfoodfacts.org/images/products/001/111/009/7736/front_en.17.400.jpg,3.49,4,13
